Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),TradeVolume,ShareVolume,Turnover (Rs.)
7/9/07,260,260,260,260,1,100,26000
7/2/07,270,270,270,270,4,600,162000
6/29/07,278,278,278,278,1,100,27800
6/27/07,270,270,270,270,1,100,27000
6/22/07,270,270,270,270,1,100,27000
6/19/07,280,280,280,280,2,500,140000
6/18/07,280,285,280,285,4,1300,365000
6/13/07,260,260,260,260,8,3600,936000
6/12/07,240,240,240,240,1,600,144000
6/11/07,235,235,235,235,2,2000,470000
6/8/07,225,225,225,225,1,400,90000
5/29/07,205,205,201,202.25,5,1700,343700
5/25/07,240,240,240,240,1,100,24000
5/24/07,231,235,231,235,4,400,93600
5/23/07,235,235,230,231.5,3,700,162000
5/17/07,225,225,225,225,1,100,22500
5/14/07,241,241,241,241,1,100,24100
5/11/07,241,241,241,241,1,100,24100
5/9/07,240,240,240,240,1,100,24000
5/8/07,240,240,240,240,1,500,120000
4/30/07,240,240,240,240,1,200,48000
3/30/07,246.25,259.75,162,180,7,6200,1115550
3/29/07,260,260,250,250,2,200,51000
3/20/07,262,262,262,262,1,100,26200
3/19/07,263,263,263,263,1,100,26300
3/16/07,258,258,258,258,1,100,25800
3/14/07,266.5,266.5,265,265.75,2,200,53150
3/9/07,267,268,267,268,2,200,53500
3/8/07,266.25,266.25,266.25,266.25,1,200,53250
3/2/07,272,272,272,272,1,200,54400
2/28/07,270,275,270,275,3,300,82000
2/27/07,275,275,275,275,1,100,27500
2/26/07,275,275,275,275,1,100,27500
2/23/07,272,275,272,273.5,2,200,54700
2/22/07,270,272,270,271,2,200,54200
2/21/07,266.5,266.5,266,266,2,300,79900
2/19/07,270.25,270.25,270,270,2,300,81025
2/15/07,272,272,272,272,2,200,54400
2/14/07,280,280,280,280,2,200,56000
2/13/07,280,280,280,280,1,100,28000
1/29/07,285,285,280,284.25,2,600,170500
1/25/07,285,285,285,285,1,600,171000
1/24/07,280,280,280,280,1,100,28000
1/12/07,280,290,280,286.75,2,300,86000
1/11/07,280,280,280,280,1,500,140000
1/4/07,280,280,280,280,1,100,28000
12/27/06,280,280,280,280,1,100,28000
12/6/06,280,280,280,280,1,200,56000
11/29/06,263.5,263.5,263,263.25,2,200,52650
11/28/06,261.25,261.25,261.25,261.25,1,600,156750
11/27/06,260,260,260,260,1,100,26000
11/23/06,285,285,285,285,1,200,57000
11/9/06,281,281,281,281,1,100,28100
11/8/06,280,280,280,280,1,100,28000
11/7/06,280,280,280,280,1,100,28000
11/6/06,280,280,280,280,2,200,56000
11/3/06,280,280,280,280,1,100,28000
10/31/06,280,280,280,280,1,100,28000
10/30/06,275,275,275,275,1,100,27500
10/25/06,290,290,290,290,1,100,29000
10/20/06,297,297,297,297,1,100,29700
10/18/06,294,294,294,294,2,500,147000
10/17/06,290,290,290,290,1,100,29000
10/16/06,290,290,290,290,1,100,29000
10/13/06,291,291,291,291,3,900,261900
10/12/06,291,291,291,291,1,400,116400
10/10/06,291,291,291,291,1,100,29100
10/9/06,292,292,292,292,1,100,29200
9/29/06,299,300,298.75,299.25,7,1300,389275
9/28/06,290,290,290,290,2,2000,580000
9/26/06,289,290,289,290,3,1100,318900
9/19/06,285,290,285,289.75,4,3600,1043500
9/18/06,276,276,276,276,1,100,27600
9/15/06,279,280,275,277.75,5,600,166825
9/6/06,250,250,250,250,1,100,25000
8/25/06,250.25,250.25,250.25,250.25,1,100,25025
8/23/06,258.75,258.75,258.75,258.75,1,100,25875
8/21/06,230,230,230,230,1,100,23000
8/17/06,259,259,259,259,4,600,155400
8/16/06,220,257,220,257,2,300,69700
8/15/06,550,550,550,550,8,800,440000
8/14/06,555,555,550,552.5,2,200,110500
8/10/06,550,550,550,550,9,3000,1650000
8/7/06,545,545,545,545,1,100,54500
8/2/06,550,550,550,550,3,700,385000
7/31/06,550,550,550,550,1,100,55000
7/28/06,550,550,550,550,1,100,55000
7/27/06,555,555,550,550,7,1800,991500
7/25/06,550,550,550,550,1,100,55000
7/24/06,550,550,550,550,2,600,330000
7/19/06,550,550,550,550,1,100,55000
7/17/06,535,535,535,535,1,100,53500
7/14/06,540,540,540,540,1,100,54000
7/13/06,540.25,540.25,540.25,540.25,1,100,54025
7/12/06,540.5,540.5,540.5,540.5,1,200,108100
7/11/06,550,550,546,549.75,3,300,164575
7/4/06,505,505,505,505,1,100,50500
6/30/06,505.25,505.25,505.25,505.25,1,300,151575
6/23/06,550,550,540,541.75,12,2100,1141600
6/22/06,550,550,550,550,2,400,220000
6/20/06,540,541.75,540,541.75,2,700,378175
6/19/06,540,560,540,545,5,1000,545000
6/16/06,530,530,520,524.5,3,500,262200
6/15/06,506,506,506,506,1,100,50600
6/13/06,550,599,550,582.75,3,300,174800
5/4/06,410,410,405.75,406.25,2,900,365600
4/25/06,415.25,415.25,415.25,415.25,1,100,41525
4/6/06,455,455,455,455,1,500,227500
3/13/06,460,460,460,460,2,200,92000
3/3/06,450,450,450,450,1,100,45000
2/23/06,460,460,460,460,2,1900,874000
2/20/06,450,450,450,450,5,500,225000
2/16/06,460,460,460,460,1,100,46000
2/10/06,460,460,460,460,1,400,184000
2/7/06,450,450,450,450,1,100,45000
1/20/06,420,420,420,420,1,100,42000
1/9/06,435,435,435,435,2,300,130500
1/4/06,435,435,435,435,1,1000,435000
12/30/05,435,435,435,435,1,100,43500
12/28/05,431,431,425,429.75,5,4400,1892000
12/27/05,445,445,430,438.25,5,900,395000
12/23/05,465,465,460,462.5,2,200,92500
12/22/05,460.25,460.25,448,453.25,4,1600,725025
12/20/05,475,475,475,475,1,500,237500
12/19/05,480,480,480,480,2,600,288000
12/16/05,486,487.5,486,487,2,300,146100
12/12/05,495,495,495,495,1,100,49500
12/9/05,452,460,452,454.75,3,400,181600
12/6/05,465,465,450,455,5,500,227500
12/5/05,465,465,465,465,1,100,46500
11/24/05,465,465,465,465,1,100,46500
11/22/05,500,500,460,464.5,4,2100,970250
11/21/05,475,475,470,470,5,1100,519500
11/18/05,460,460,460,460,1,100,46000
11/17/05,500,500,500,500,1,200,100000
11/10/05,505,505,505,505,3,500,252500
11/9/05,505,505,505,505,1,500,252500
11/8/05,515,515,515,515,2,200,103000
11/2/05,510,510,510,510,1,100,51000
10/26/05,500,500,500,500,1,2000,1000000
10/25/05,500,500,500,500,2,2500,1250000
10/11/05,500,600,500,576.5,3,1700,980000
10/10/05,500,500,500,500,6,2600,1300000
10/7/05,500,500,500,500,5,1200,600000
10/3/05,493,500,493,497,9,1000,496900
9/30/05,495,495,495,495,1,100,49500
9/29/05,475,475,475,475,1,100,47500
9/23/05,450,510,450,500,9,5600,2804000
9/19/05,425,490,425,485,9,900,401000
9/16/05,420,420,420,420,2,400,168000
9/15/05,420,420,420,420,4,400,168000
9/12/05,390,405,390,390.75,3,4300,1680000
9/9/05,370,390,370,376.5,3,700,263500
9/6/05,360,360,360,360,1,100,36000
8/26/05,340,340,340,340,1,100,34000
8/5/05,340,340,340,340,2,300,102000
8/4/05,350,350,350,350,1,100,35000
7/28/05,330,340,330,335,2,200,67000
7/26/05,320,320,320,320,1,100,32000
7/22/05,320,320,320,320,1,300,96000
7/18/05,300,300,300,300,2,200,60000
7/8/05,321,321,321,321,1,100,32100
7/1/05,335,335,335,335,1,500,167500
6/30/05,330,330,330,330,1,100,33000
6/29/05,330,335,330,332.5,2,200,66500
6/20/05,330,340,330,335,3,700,232000
6/17/05,330,330,330,330,1,200,66000
6/10/05,310,310,300,305,3,300,91500
6/9/05,315,315,315,315,1,100,31500
6/7/05,330,335,330,330,6,800,265000
6/6/05,330,330,320,330,3,500,163000
6/3/05,345,370,345,346,7,700,250600
6/2/05,295,310,295,310,6,1500,461500
5/19/05,260,260,260,260,1,100,26000
5/13/05,250,250,250,250,1,100,25000
5/4/05,281,281,280,280,3,300,84100
4/8/05,260,260,260,260,1,100,26000
4/6/05,260,260,260,260,1,100,26000
4/5/05,260,260,259,259.75,2,300,77900
4/4/05,257,257,257,257,3,300,77100
4/1/05,255,260,255,260,5,1400,360500
3/31/05,260,260,260,260,1,100,26000
3/17/05,255,255,252,252,2,200,50700
3/1/05,250,250,250,250,1,100,25000
2/25/05,240.25,240.25,240,240.25,2,200,48025
2/22/05,240.5,250,240.5,249,2,900,224050
12/23/04,245,245,245,245,1,100,24500
12/22/04,245,245,245,245,1,100,24500
12/17/04,245.5,250,245.5,246.75,4,500,123350
12/16/04,250,260,250,252,5,500,126000
12/8/04,251,251,251,251,1,100,25100
12/3/04,250,250,250,250,1,300,75000
12/2/04,260,260,260,260,1,100,26000
11/17/04,235,235,235,235,1,100,23500
11/10/04,190.75,195,190.75,195,2,300,58075
10/13/04,215,235,215,222,4,500,111000
10/12/04,200,200,200,200,1,100,20000
10/6/04,190,190,190,190,2,500,95000
10/5/04,201,201,201,201,1,500,100500
9/21/04,200,200,200,200,1,100,20000
9/13/04,210,210,210,210,1,100,21000
8/19/04,180.25,180.25,180,180,2,1000,180100
8/17/04,195,195,195,195,2,200,39000
8/16/04,190,190,190,190,1,100,19000
8/13/04,190,190,190,190,1,100,19000
8/9/04,200,206,200,204.25,4,400,81675
8/4/04,180,180.25,180,180,4,6500,1170750
8/3/04,185,185,185,185,1,500,92500
8/2/04,180,180.25,180,180,6,4400,793000
7/30/04,182,185,182,185,3,300,55200
7/27/04,178.75,178.75,178.75,178.75,1,400,71500
7/26/04,180,180,175,178,2,500,89000
7/22/04,160,175,160,167,5,500,83500
7/19/04,160,160,160,160,2,5000,800000
7/16/04,160,160,160,160,1,200,32000
7/7/04,160,160,160,160,1,100,16000
7/5/04,165,165,165,165,3,300,49500
7/1/04,151,151,151,151,3,5200,785200
6/24/04,150.5,150.5,150.5,150.5,1,1000,150500
6/22/04,150,150,150,150,1,200,30000
6/21/04,150,150,150,150,3,400,60000
6/18/04,163,165,163,164.25,3,300,49300
6/17/04,165,165,165,165,1,200,33000
6/11/04,126.25,126.25,126.25,126.25,1,800,101000
6/9/04,154.75,154.75,154.75,154.75,1,100,15475
6/7/04,152.5,152.5,152.5,152.5,1,100,15250
6/3/04,150,150,144.25,145.5,5,600,87350
6/1/04,141.5,150,141,150,4,2500,361750
5/31/04,141.5,141.5,141.5,141.5,1,500,70750
5/27/04,135,141.5,135,139.75,5,500,69900
5/26/04,130,130,130,130,1,100,13000
5/25/04,130,130,130,130,1,200,26000
5/21/04,130,130,130,130,1,200,26000
5/19/04,123,123,123,123,1,200,24600
5/18/04,122,122,122,122,1,500,61000
5/6/04,118,120,118,119.25,2,300,35800
4/29/04,102,102,102,102,1,100,10200
3/30/04,110,110,110,110,1,100,11000
3/18/04,105,105,105,105,1,18500,1942500
3/3/04,106,106,105,105.25,3,400,42100
3/1/04,105,105,105,105,4,700,73500
2/10/04,104,104,104,104,1,100,10400
2/9/04,110,110,110,110,1,200,22000
1/28/04,96,96,96,96,2,600,57600
1/20/04,93,93,93,93,1,300,27900
1/14/04,100.25,100.25,100,100,2,700,70050
1/6/04,100,100,100,100,2,200,20000
11/18/03,102,102,102,102,1,500,51000
11/7/03,105,105,105,105,1,200,21000
10/22/03,102,102,102,102,1,200,20400
10/15/03,105,105,105,105,1,100,10500
9/30/03,105,105,105,105,1,500,52500
9/16/03,118.5,118.5,118.5,118.5,1,200,23700
9/15/03,100.25,100.25,100.25,100.25,2,2800,280700
9/11/03,110,110,110,110,2,11500,1265000
9/9/03,105,105,105,105,1,200,21000
9/5/03,105,105,105,105,2,200,21000
9/4/03,105,105,105,105,3,300,31500
8/22/03,100,100,100,100,1,400,40000
8/21/03,100.25,100.25,100,100,3,500,50025
8/14/03,100,100,100,100,2,400,40000
8/13/03,100,100,100,100,1,100,10000
8/12/03,100,100,100,100,1,200,20000
7/23/03,100,100,100,100,1,100,10000
7/1/03,100,100,100,100,2,2800,280000
6/23/03,115,115,115,115,1,200,23000
6/20/03,108,108,108,108,1,400,43200
5/27/03,108,108,108,108,1,700,75600
5/22/03,105,105,105,105,1,300,31500
5/2/03,105,105,105,105,2,3500,367500
4/11/03,105,105,105,105,1,3800,399000
3/24/03,105,105,105,105,1,1000,105000
2/26/03,110,110,110,110,2,600,66000
2/21/03,110,110,110,110,1,2100,231000
2/20/03,110,110,110,110,1,500,55000
2/13/03,110,110,110,110,2,400,44000
1/22/03,105,105,105,105,1,100,10500
1/14/03,106,106,106,106,1,100,10600
10/24/02,106,106,106,106,1,200,21200
9/27/02,106,106,106,106,1,100,10600
9/10/02,106,106,106,106,1,200,21200
9/6/02,106,106,106,106,1,100,10600
9/5/02,106,106,106,106,2,200,21200
9/4/02,105,105,105,105,1,800,84000
8/28/02,105,105,105,105,2,600,63000
8/21/02,105,105,105,105,1,200,21000
7/17/02,105,105,105,105,1,200,21000
6/19/02,100,100,100,100,2,200,20000
6/3/02,90,100,90,100,13,218600,21855750
5/31/02,80,80,80,80,1,400,32000
5/30/02,80,80,80,80,2,2500,200000
5/6/02,80,80,80,80,1,100,8000
5/3/02,80,80,80,80,1,300,24000
3/27/02,82,82,82,82,1,100,8200
3/26/02,85,85,82,82,4,800,65900
3/20/02,83,83,83,83,1,700,58100
3/19/02,85,85,85,85,1,100,8500
2/21/02,80,80,80,80,1,100,8000
2/1/02,82,82,79,79,4,400,32000
12/21/01,80,80,80,80,1,200,16000
12/12/01,80.25,80.25,80.25,80.25,1,100,8025
12/11/01,80.25,80.25,80,80.25,4,3700,296425
11/27/01,74,74,74,74,1,1200,88800
11/26/01,75,75,75,75,1,200,15000
11/21/01,75,75,75,75,1,100,7500
11/12/01,76,76,76,76,2,500,38000
10/29/01,80,80,80,80,1,100,8000
10/17/01,80.25,80.25,80,80,4,1300,104050
10/16/01,80,80,80,80,2,200,16000
10/12/01,80,80,80,80,2,700,56000
10/11/01,80,80,80,80,1,300,24000
10/4/01,80,80,80,80,3,300,24000
9/26/01,75,75,75,75,1,2800,210000
3/29/01,75,75,75,75,1,100,7500
3/27/01,75,75,75,75,1,200,15000
1/16/01,75,75,75,75,1,100,7500
12/28/00,78,78,78,78,1,200,15600
12/19/00,78,78,78,78,1,100,7800
12/13/00,80,80,80,80,1,100,8000
11/17/00,82,82,82,82,1,100,8200
10/31/00,80,80,80,80,1,100,8000
10/6/00,80,80,80,80,3,700,56000
10/5/00,80,80,80,80,1,300,24000
9/20/00,80,80,80,80,1,100,8000
9/18/00,80,80,80,80,1,100,8000
8/29/00,89.5,89.5,89.5,89.5,1,100,8950
7/31/00,89.5,89.5,89.5,89.5,2,3400,304300
7/11/00,90,90,90,90,1,200,18000
6/23/00,112,112,112,112,1,200,22400
6/22/00,112,112,112,112,3,700,78400
6/13/00,115,115,115,115,2,300,34500
4/24/00,110,110,110,110,3,1300,143000
4/17/00,110,110,110,110,1,100,11000
3/20/00,86,100,86,100,2,400,35800
3/1/00,100.25,100.25,100.25,100.25,1,100,10025
1/11/00,105,105,105,105,1,100,10500
1/5/00,105,105,105,105,3,900,94500
1/4/00,105,105,105,105,1,100,10500
12/28/99,105,105,105,105,1,100,10500
12/20/99,105,105,105,105,1,100,10500
12/13/99,105,105,105,105,1,200,21000
11/25/99,105,105,105,105,2,30000,3150000
10/8/99,105,105,105,105,1,200,21000
9/27/99,105,105,105,105,3,130200,13671000
9/14/99,105,105,105,105,3,1200,126000
9/6/99,105.25,105.25,105,105.25,3,1300,136800
9/1/99,106,106,105,105,3,1200,126150
8/23/99,105.25,105.25,105.25,105.25,1,600,63150
8/11/99,101,101,101,101,2,500,50500
8/10/99,101,101,101,101,1,500,50500
8/6/99,101.25,101.25,101.25,101.25,1,100,10125
8/5/99,101,101,101,101,2,500,50500
7/29/99,101,101,101,101,4,900,90900
7/27/99,105,105,105,105,1,100,10500
7/22/99,120,120,120,120,1,100,12000
7/9/99,105,105,100,100,5,9600,960500
7/5/99,110,110,110,110,1,100,11000
6/25/99,105,105,105,105,1,100,10500
6/15/99,105,105,105,105,1,400,42000
5/19/99,105,105,105,105,1,100,10500
4/19/99,105,105,105,105,1,100,10500
4/8/99,105,105,105,105,1,40000,4200000
2/25/99,100,100,100,100,2,400,40000
2/8/99,105,105,105,105,1,200,21000
1/6/99,105,105,105,105,1,100,10500
1/4/99,105,105,105,105,2,201800,21189000
9/10/98,135,135,135,135,1,100,13500
8/6/98,135,135,135,135,1,100,13500
7/31/98,135,135,135,135,2,6000,810000
7/30/98,135,135,135,135,2,30000,4050000
7/28/98,100,100,100,100,1,5900,590000
7/16/98,80,80,80,80,2,200,16000
7/15/98,80,80,80,80,2,3500,280000
7/14/98,80,80,80,80,3,4500,360000
7/2/98,160,160,160,160,1,100,16000
3/17/98,150,150,150,150,1,100,15000
3/16/98,150,150,150,150,8,155000,23250000
12/23/97,149.75,149.75,149.75,149.75,1,100,14975
12/22/97,149.75,150,145,145,2,1000,147500
12/19/97,140,150,140,150,2,1000,145000
12/17/97,130,130,130,130,2,300,39000
11/26/97,150,150,150,150,1,100,15000
11/18/97,150,150,150,150,1,200,30000
10/10/97,170,170,170,170,3,500,85000
10/8/97,170,170,170,170,2,4100,697000
9/1/97,175,185,175,180,7,100700,18624500
8/29/97,160,180,160,180,9,50600,9102000
8/27/97,158,160,158,160,2,2200,348400
7/14/97,160,160,160,160,4,1200,192000
7/10/97,160,160,160,160,2,75000,12000000
7/9/97,160,160,160,160,1,100,16000
7/1/97,164.75,164.75,164.75,164.75,1,1000,164750
6/24/97,165,165,165,165,1,1000,165000
6/18/97,170,170,165,165,2,300,50000
6/17/97,160,170,160,170,7,5100,848000
6/16/97,160,160,160,160,5,27200,4352000
6/13/97,160,160,160,160,5,73600,11776000
6/12/97,140,150,140,150,6,50000,7497000
6/11/97,120,130,120,130,4,1600,204500
6/4/97,110,110,110,110,1,100,11000
6/3/97,100,100,100,100,1,500,50000
5/28/97,,0,,0,1,1,94.5
5/20/97,,0,,0,1,55,4950
5/19/97,,0,,0,1,9,855
5/15/97,,0,,0,1,25,2375
5/7/97,,95,95,95,5,405330,38506260
5/2/97,,105,105,105,3,350,36300
4/23/97,,102,102,102,1,100,10200
4/21/97,,97,97,97,2,300,29100
4/17/97,,90,90,90,1,100,9000
4/11/97,,82,82,82,1,200,16400
4/9/97,,80,80,80,1,100,8000
4/7/97,,0,,0,1,12,960
3/31/97,,0,,0,1,20,1560
3/12/97,,82,82,82,1,100,8200
3/11/97,,0,,0,1,20,1640
3/6/97,,85,85,85,1,100,8500
3/5/97,,85,85,85,1,100,8500
3/4/97,,85,85,85,4,10300,875500
3/3/97,,85.25,70,85.25,9,11100,933950
2/6/97,,68,68,68,1,4000,272000
1/28/97,,68,68,68,1,1000,68000
1/22/97,,0,,0,1,40,2400
12/16/96,,60,60,60,3,1000,60000
12/13/96,,60,60,60,3,654000,39240000
12/10/96,,60,60,60,2,5940,356160
12/9/96,,62,60,60,7,14680,895170
12/6/96,,60,60,60,3,1000,60000
12/3/96,,60,60,60,1,100,6000
12/2/96,,0,,0,1,20,995
11/22/96,,58.75,58.75,58.75,1,100,5875
11/14/96,,56,56,56,1,100,5600
11/13/96,,54,54,54,1,100,5400
11/6/96,,53,53,53,1,200,10600
11/4/96,,53.5,53.5,53.5,2,200,10700
11/1/96,,53.5,53.5,53.5,1,100,5350
10/31/96,,53.5,53.5,53.5,3,300,16050
10/28/96,,53.5,53.5,53.5,2,300,16050
10/25/96,,56,56,56,1,100,5600
10/21/96,,59,59,59,1,100,5900
10/8/96,,62,62,62,3,610,37800
8/27/96,,63,63,63,1,500,31500
8/21/96,,60,60,60,3,300,18000
3/1/96,,0,,0,1,80,6240
1/26/96,,85,85,85,1,100,8500
1/22/96,,85,85,85,1,100,8500
1/8/96,,0,,0,1,5,400
12/8/95,,84,84,84,1,100,8400
11/30/95,,84,84,84,1,200,16800
11/27/95,,84,84,84,3,50100,4208400
11/17/95,,86,86,86,1,100,8600
11/9/95,,85,85,85,1,100,8500
10/12/95,,0,,0,1,10,760
9/28/95,,80,80,80,1,200,16000
9/27/95,,83,83,83,1,100,8300
9/12/95,,85,85,85,1,100,8500
9/4/95,,0,,0,1,80,6240
8/28/95,,85.75,85.75,85.75,2,6900,591675
8/11/95,,90,90,90,1,100,9000
7/28/95,,86,86,86,2,300,25800
7/27/95,,86,86,86,1,100,8600
7/26/95,,85.5,85.5,85.5,1,100,8550
7/25/95,,0,,0,1,67,5427
7/24/95,,0,,0,2,52,4160
7/21/95,,0,,0,1,33,2640
7/18/95,,0,,0,3,5,450
7/7/95,,90,90,90,1,100,9000
7/3/95,,0,,0,1,20,1540
6/28/95,,88,88,88,1,100,8800
6/27/95,,84,84,84,1,100,8400
6/26/95,,85,85,85,1,100,8500
6/8/95,,88,87,87,13,360100,31329425
6/6/95,,87,87,87,10,29900,2601300
5/19/95,,120,120,120,4,280,33320
4/7/95,,120,120,120,2,200,24000
3/31/95,,131.25,131.25,131.25,1,100,13125
3/30/95,,125,125,125,2,116,14100
3/28/95,,120,120,120,4,207,23235
3/23/95,,0,,0,1,67,6700
3/15/95,,125,125,125,1,100,12500
3/14/95,,0,,0,2,102,10725
3/13/95,,125,125,125,1,300,37500
3/10/95,,126,125,125,2,200,25100
3/9/95,,130,130,130,1,1000,130000
3/8/95,,130,130,130,2,26800,3484000
3/3/95,,145,140,140,3,1100,154500
3/2/95,,145,145,145,1,500,72500
2/16/95,,147,147,147,3,2500,367500
1/25/95,,153,153,153,1,500,76500
1/18/95,,153,152,152,6,20000,3054375
12/5/94,,174.75,174.75,174.75,2,75000,13106250
11/28/94,,210,210,210,1,100,21000
11/18/94,,219,219,219,3,483,106690
11/15/94,,240,240,240,1,200,48000
11/2/94,,0,,0,1,75,15000
11/1/94,,230,230,230,2,300,69000
10/28/94,,249.75,240,240,4,5100,1240475
10/17/94,,245,245,245,1,100,24500
10/14/94,,250,250,250,2,300,75000
10/12/94,,250,250,250,1,400,100000
10/10/94,,260,260,260,3,2000,520000
9/16/94,,260,260,260,1,100,26000
9/5/94,,260,260,260,1,100,26000
8/30/94,,260,260,260,1,100,26000
8/26/94,,262,262,262,1,100,26200
7/6/94,,270,270,270,1,200,54000
6/30/94,,0,,0,1,50,12250
6/24/94,,265,265,265,1,25000,6625000
6/23/94,,264,263.75,263.75,7,50000,13196625
6/9/94,,265,265,265,1,100,26500
6/8/94,,275,270,270,3,2000,540500
6/7/94,,270,270,270,1,100,27000
5/26/94,,275,267.5,267.75,5,33100,8863000
5/19/94,,275,275,275,1,100,27500
5/12/94,,275.25,275,275.25,11,37500,10314375
5/5/94,,250,250,250,3,4900,1225000
5/4/94,,280,250,258,8,21000,5550150
4/29/94,,0,,0,1,16,4560
4/26/94,,0,,0,1,33,9537
4/8/94,,299.75,299.5,299.75,7,50000,14983575
3/18/94,,300,300,300,3,20000,6000000
3/17/94,,295,295,295,1,200,59000
3/14/94,,300,300,300,1,300,90000
3/11/94,,310.25,308,308,10,108300,33408575
3/10/94,,315,308,310,14,17800,5532000
3/7/94,,310,310,310,2,4000,1240000
2/28/94,,319.75,319.75,319.75,1,200,63950
2/23/94,,320,320,320,2,400,128000
2/21/94,,305,305,305,1,100,30500
2/17/94,,315,310,310,5,900,279500
2/15/94,,300.25,280,300,4,9600,2877125
2/10/94,,285,275,275,4,1200,336000
2/9/94,,295,285,285,2,200,58000
2/8/94,,0,,0,2,75,22125
2/7/94,,0,,0,2,100,29500
2/2/94,,0,,0,1,66,20130
2/1/94,,310,309.75,310,6,10300,3192200
1/31/94,,0,,0,1,17,4590
1/24/94,,310,310,310,3,900,279000
1/20/94,,310,308,309.75,43,601600,186436400
1/19/94,,300,300,300,3,2900,870000
1/18/94,,282,282,282,4,2000,564000
1/17/94,,255,255,255,2,2000,510000
1/13/94,,246.75,245,245.25,7,10700,2622825
1/12/94,,235,230,235,3,900,211000
1/11/94,,225,225,225,2,1200,270000
1/10/94,,220.5,220.5,220.5,2,1900,418950
1/7/94,,225,218,225,5,9900,2172775
1/6/94,,219,217,219,3,600,130400
1/4/94,,220,216.5,216.5,8,12066,2645540
1/3/94,,221.5,212,221.5,4,83400,18466600
12/31/93,,208,200,206,14,27000,5493175
12/23/93,,190.25,185.25,190.25,8,23550,4474025
12/22/93,,186,180.25,186,37,158566,29426718
12/21/93,,180,180,180,1,100,18000
12/17/93,,175,175,175,6,2400,420000
12/10/93,,175,175,175,1,500,87500
12/8/93,,170,170,170,1,100,17000
12/7/93,,175,175,175,1,500,87500
12/3/93,,177,176.5,176.75,5,65500,11577300
12/2/93,,175,175,175,2,1200,210000
12/1/93,,175,175,175,2,900,157500
11/30/93,,175,175,175,7,2000,350000
11/26/93,,162,161,161,3,300,48400
11/23/93,,161,161,161,1,100,16100
11/19/93,,167,167,167,2,800,133600
11/18/93,,167,166,167,12,2300,383300
11/17/93,,163.25,163.25,163.25,1,100,16325
11/16/93,,158,158,158,1,100,15800
11/15/93,,157,157,157,1,100,15700
11/12/93,,155,155,155,1,100,15500
11/11/93,,150,147,150,2,400,59700
11/10/93,,145,145,145,1,100,14500
11/9/93,,142,140,142,2,200,28200
11/4/93,,138,138,138,1,100,13800
11/3/93,,140,140,140,2,1000,140000
11/1/93,,138,138,138,2,300,41400
10/29/93,,138.25,136.5,138.25,9,175600,24262650
10/26/93,,135,135,135,1,100,13500
10/22/93,,135,134.75,135,7,203200,27431850
10/14/93,,128,128,128,1,100,12800
10/12/93,,127,127,127,1,100,12700
10/8/93,,124.5,124.5,124.5,1,100,12450
10/7/93,,0,,0,1,12,1380
10/4/93,,128,127.75,128,9,105000,13425700
9/27/93,,125,125,125,1,200,25000
9/22/93,,124,120.5,124,3,500,61300
9/21/93,,122.75,120,122.75,2,400,48550
9/16/93,,118.75,118.75,118.75,3,325,38125
9/7/93,,118.75,118.75,118.75,2,2003,237830
9/2/93,,118.75,118.75,118.75,4,12500,1484375
8/25/93,,118.75,118.75,118.75,1,500,59375
8/24/93,,118.75,118.75,118.75,2,5000,593750
8/23/93,,118.75,118.75,118.75,1,100,11875
8/19/93,,118.75,118.75,118.75,1,100,11875
8/18/93,,118.75,118.75,118.75,1,1000,118750
8/17/93,,118.75,118.75,118.75,2,3100,368125
8/16/93,,118.75,118.75,118.75,4,2200,261250
8/13/93,,118.75,118.75,118.75,1,300,35625
8/11/93,,118,118,118,1,500,59000
8/10/93,,118,118,118,1,600,70800
8/4/93,,118.75,118.75,118.75,2,500,59375
8/3/93,,119.75,115.25,119.75,2,600,69600
7/26/93,,111,111,111,3,2000,222000
7/23/93,,111.25,110,111.25,4,4000,442500
7/22/93,,110,110,110,2,1000,110000
7/7/93,,109,109,109,2,200,21800
6/29/93,,106.25,106.25,106.25,4,2000,212500
6/28/93,,109,109,109,1,100,10900
6/23/93,,107,107,107,2,400,42800
6/18/93,,107,107,107,1,100,10700
6/17/93,,0,,0,1,25,2500
6/15/93,,107,107,107,1,3500,374500
6/11/93,,106,106,106,1,200,21200
6/10/93,,106,106,106,1,100,10600
6/9/93,,106,106,106,1,300,31800
6/8/93,,106,103,105,3,1100,114200
6/7/93,,106,106,106,1,100,10600
6/3/93,,107,106.75,106.75,2,300,32075
6/2/93,,106,106,106,1,100,10600
6/1/93,,106,106,106,1,100,10600
5/31/93,,107,106.75,106.75,9,12200,1304450
5/26/93,,102,102,102,1,100,10200
5/18/93,,106.5,106.5,106.5,1,100,10650
5/14/93,,97.25,97,97.25,6,2900,281650
5/12/93,,110.25,110.25,110.25,1,100,11025
4/23/93,,120,120,120,1,100,12000
3/19/93,,211.25,211.25,211.25,2,300,63375
3/17/93,,211.25,211.25,211.25,3,11100,2344875
3/16/93,,211.25,211,211.25,5,1000,211050
1/26/93,,170.25,170.25,170.25,2,975,165993.75
1/25/93,,0,,0,1,50,8500
1/21/93,,170,170,170,1,900,153000
1/19/93,,170,170,170,4,11000,1870000
12/29/92,,185,185,185,1,100,18500
